file_path,court_name_nominative,awol_start_date_iso,awol_end_date_iso,unit_location_mentioned,unit_location_text
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100301774.html,Броварський міськрайонний суд Київської області,2021-10-08,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100309796.html,Красногвардійський районний суд м. Дніпропетровська,2021-06-19,2021-06-29,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100316021.html,Першотравневий районний суд міста Чернівці,2021-10-01,2021-10-03,true,територію військової частини НОМЕР_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100320124.html,Миколаївський районний суд Миколаївської області,2021-10-04,2021-10-08,true,"полігон Широкий Лан, с. Михайлівка, Миколаївський район, Миколаївська область"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100320125.html,Миколаївський районний суд Миколаївської області,2021-09-21,2021-09-22,true,"с.Михайлівка, Миколаївська область"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100325274.html,Біляївський районний суд Одеської області,2021-09-22,2021-09-23,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100325641.html,Комінтернівський районний суд Одеської області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100325915.html,Приморський районний суд міста Одеси,2021-09-28,,true,м. Одеса
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100326342.html,Вінницький міський суд Вінницької області,2021-10-04,2021-10-13,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100326362.html,Вінницький міський суд Вінницької області,2021-10-01,,true,м. Вінниці
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100328555.html,Рахівський районний суд Закарпатської області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100328804.html,Ужгородський міськрайонний суд Закарпатської області,,,true,94 прикордонного загону Західного регіонального управління Державної прикордонної служби України
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100329437.html,Комунарський районний суд міста Запоріжжя,,,true,території військової частини НОМЕР_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100331793.html,Яворівський районний суд Львівської області,2021-07-02,,true,"м. Новояворівськ, Львівська область"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100331797.html,Яворівський районний суд Львівської області,,,true,Військової частини НОМЕР_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100331799.html,Яворівський районний суд Львівської області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100331803.html,Яворівський районний суд Львівської області,2021-08-31,2021-09-03,true,"Військова частина НОМЕР_1, за адресою: АДРЕСА_2"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100331810.html,Яворівський районний суд Львівської області,2021-08-10,,true,"на території Військової частини НОМЕР_1, АДРЕСА_1"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100331811.html,Яворівський районний суд Львівської області,2021-09-02,2021-09-03,true,на території Військової частини НОМЕР_3 в АДРЕСА_3
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100331818.html,Яворівський районний суд Львівської області,2021-09-01,,true,"с. Старичі, Яворівський район, Львівська область"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100334126.html,Волноваський районний суд Донецької області,2021-08-25,2021-08-25,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100334127.html,Волноваський районний суд Донецької області,2021-08-27,2021-08-28,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100334922.html,Краматорський міський суд Донецької області,2021-09-01,2021-09-01,true,м. Краматорськ
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100337357.html,Шевченківський районний суд міста Запоріжжя,2021-09-07,2021-10-07,true,адреса: АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100337404.html,Шевченківський районний суд міста Запоріжжя,2021-10-06,2021-10-11,true,Запорізького гарнізону
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100337407.html,Шевченківський районний суд міста Запоріжжя,2021-10-08,2021-10-12,true,"військова частина НОМЕР_2, дислокується за адресою АДРЕСА_2"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100339229.html,Артемівський міськрайонний суд Донецької області,2021-09-23,2021-09-24,true,розташованого в АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100340190.html,Галицький районний суд міста Львова,2021-10-11,,true,за адресою АДРЕСА_3
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100341870.html,Франківський районний суд міста Львова,2021-10-09,2021-10-11,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100341884.html,Франківський районний суд міста Львова,2021-10-04,2021-10-11,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100341910.html,Франківський районний суд міста Львова,2021-10-04,2021-10-04,true,м. Львів
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100341911.html,Франківський районний суд міста Львова,2021-08-02,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100341912.html,Франківський районний суд міста Львова,2021-09-13,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100342245.html,Яворівський районний суд Львівської області,2021-09-21,2021-09-22,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100342315.html,Яворівський районний суд Львівської області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100345183.html,Херсонський міський суд Херсонської області,2021-09-28,2021-09-29,true,території військової частини НОМЕР_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100346417.html,Попаснянський районний суд Луганської області,2021-10-04,2021-10-05,true,"м. Попасна, Луганська область"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100346418.html,Попаснянський районний суд Луганської області,2021-10-02,2021-10-02,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100351411.html,Херсонський районний суд Херсонської області,2021-10-09,2021-10-11,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100356916.html,Красногвардійський районний суд міста Дніпропетровська,2021-08-26,2021-09-03,true,за адресою: АДРЕСА_3
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100373764.html,Київський районний суд міста Полтави,2021-10-03,2021-10-04,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100376640.html,Кам'янець-Подільський міськрайонний суд Хмельницької області,2021-09-22,2021-09-22,true,АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100377525.html,Комінтернівський районний суд Одеської області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100377544.html,Котовського міськрайонного суду Одеської області,2021-09-01,2021-09-02,true,"м. Подільськ, Одеської області"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100378719.html,Мукачівський міськрайонний суд Закарпатської області,2021-10-08,2021-10-10,true,пункт постійної дислокації військової частини НОМЕР_1 (АДРЕСА_2)
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100383715.html,Франківський районний суд міста Львова,2021-08-11,2021-08-15,true,м. Львів
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100384103.html,Білоцерківський міськрайонний суд Київської області,2021-09-27,2021-10-04,true,"м. Біла Церква, Київська область"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100385008.html,Солом'янський районний суд міста Києва,2021-10-04,2021-10-04,true,військове містечко №1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100385012.html,Солом'янський районний суд міста Києва,2021-10-04,2021-10-04,true,територію військового містечка № НОМЕР_2 військової частини НОМЕР_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100385951.html,Надвірнянський районний суд Івано-Франківської області,2021-09-21,2021-09-22,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100386197.html,Новоайдарський районний суд Луганської області,2021-07-13,2021-07-14,true,"с. Пурдівка, Луганська обл"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100388074.html,Херсонський районний суд Херсонської області,2021-10-09,2021-10-10,true,на території розташування польового табору військової частини НОМЕР_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100397129.html,Первомайський міськрайонний суд Миколаївської області,2021-09-06,2021-09-07,true,"м. Первомайськ, Миколаївської обл"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100409213.html,Богунський районний суд міста Житомира,2021-10-04,2021-10-07,true,АДРЕСА_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100409214.html,Богунський районний суд міста Житомира,2021-10-04,2021-10-07,true,"адреса військової частини НОМЕР_1, АДРЕСА_1"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100409278.html,Житомирський районний суд Житомирської області,2021-10-04,2021-10-12,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100413960.html,Слов'янський міськрайонний суд Донецької області,2021-08-03,2021-08-04,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100420222.html,Комінтернівський районний суд Одеської області,2021-05-06,2021-05-11,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100424942.html,Приморський районний суд міста Маріуполя,2021-07-27,2021-08-06,true,відділення управління командира батальйону військової частини НОМЕР_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100429398.html,Миколаївський районний суд Миколаївської області,,,true,Військова частина НОМЕР_1
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100429400.html,Миколаївський районний суд Миколаївської області,,,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100429415.html,Миколаївський районний суд Миколаївської області,2021-09-28,2021-09-29,true,АДРЕСА_2
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100429530.html,Центральний районний суд міста Миколаєва,2021-07-16,2021-07-19,true,м. Миколаїв
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100429532.html,Центральний районний суд міста Миколаєва,2021-07-08,2021-07-09,true,м. Миколаїв
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100429533.html,Центральний районний суд міста Миколаєва,2021-09-03,,true,м. Миколаїв
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100430040.html,Кам'янець-Подільський міськрайонний суд Хмельницької області,2021-10-05,,true,"м. Кам'янець-Подільський, Хмельницької області"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100435598.html,Пирятинський районний суд Полтавської області,2021-10-04,2021-10-05,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100435599.html,Пирятинський районний суд Полтавської області,2021-10-05,2021-10-07,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100436164.html,Черкаський районний суд Черкаської області,2021-10-19,2021-10-19,false,
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100437359.html,Шевченківський районний суд міста Києва,2020-10-05,2020-10-08,true,"м. Київ, вул. Дегтярівська, 11-Г"
D:\Projects\GitRepositories\TheAWOLthing\AWOL_Research\data\awol_court\data\awol_adm\awol_adm\100441375.html,Чугуївський міський суд Харківської області,2021-07-29,2021-07-31,true,"м. Чугуїв, Харківської області"
